Calculation1,School,City,County/State/ Territory,Count,All,Female,Male,Unknown
CHADWICK SCHOOL52680,CHADWICK SCHOOL,Palos Verdes Estate,Los Angeles,Enr,8,5,3,
CHAMINADE COLLEGE PREPARATORY51565,CHAMINADE COLLEGE PREPARATORY,West Hills,Los Angeles,App,169,87,82,
CHAMINADE COLLEGE PREPARATORY51565,CHAMINADE COLLEGE PREPARATORY,West Hills,Los Angeles,Adm,99,55,44,
CHAMINADE COLLEGE PREPARATORY51565,CHAMINADE COLLEGE PREPARATORY,West Hills,Los Angeles,Enr,49,26,23,
CHRISTIAN BROTHERS HIGH SCHOOL52697,CHRISTIAN BROTHERS HIGH SCHOOL,Sacramento,Sacramento,App,85,40,44,
CHRISTIAN BROTHERS HIGH SCHOOL52697,CHRISTIAN BROTHERS HIGH SCHOOL,Sacramento,Sacramento,Adm,54,26,27,
CHRISTIAN BROTHERS HIGH SCHOOL52697,CHRISTIAN BROTHERS HIGH SCHOOL,Sacramento,Sacramento,Enr,21,8,13,
CHRISTIAN HIGH SCHOOL52836,CHRISTIAN HIGH SCHOOL,El Cajon,San Diego,App,30,12,18,
CHRISTIAN HIGH SCHOOL52836,CHRISTIAN HIGH SCHOOL,El Cajon,San Diego,Adm,16,6,10,
CHRISTIAN HIGH SCHOOL52836,CHRISTIAN HIGH SCHOOL,El Cajon,San Diego,Enr,7,,5,
CITY OF KNOWLEDGE52518,CITY OF KNOWLEDGE,Pomona,Los Angeles,App,8,,,
CITY OF KNOWLEDGE52518,CITY OF KNOWLEDGE,Pomona,Los Angeles,Adm,6,3,3,
CITY OF KNOWLEDGE52518,CITY OF KNOWLEDGE,Pomona,Los Angeles,Enr,3,,3,
COLLEGE PREPARATORY SCHOOL52192,COLLEGE PREPARATORY SCHOOL,Oakland,Alameda,App,60,29,30,
COLLEGE PREPARATORY SCHOOL52192,COLLEGE PREPARATORY SCHOOL,Oakland,Alameda,Adm,36,17,19,
COLLEGE PREPARATORY SCHOOL52192,COLLEGE PREPARATORY SCHOOL,Oakland,Alameda,Enr,10,4,6,
CONTRA COSTA CHRISTIAN HS51316,CONTRA COSTA CHRISTIAN HS,Walnut Creek,Contra Costa,App,8,,5,
CONTRA COSTA CHRISTIAN HS51316,CONTRA COSTA CHRISTIAN HS,Walnut Creek,Contra Costa,Adm,6,3,3,
CONTRA COSTA CHRISTIAN HS51316,CONTRA COSTA CHRISTIAN HS,Walnut Creek,Contra Costa,Enr,3,3,,
CONVENT OF THE SACRED HEART HS52935,CONVENT OF THE SACRED HEART HS,San Francisco,San Francisco,App,29,29,,
CONVENT OF THE SACRED HEART HS52935,CONVENT OF THE SACRED HEART HS,San Francisco,San Francisco,Adm,20,20,,
CONVENT OF THE SACRED HEART HS52935,CONVENT OF THE SACRED HEART HS,San Francisco,San Francisco,Enr,3,3,,
CORNELIA CONNELLY SCHOOL50082,CORNELIA CONNELLY SCHOOL,Anaheim,Orange,App,26,26,,
CORNELIA CONNELLY SCHOOL50082,CORNELIA CONNELLY SCHOOL,Anaheim,Orange,Adm,16,16,,
CORNELIA CONNELLY SCHOOL50082,CORNELIA CONNELLY SCHOOL,Anaheim,Orange,Enr,5,5,,
CORNERSTONE CHRISTIAN SCHOOL53771,CORNERSTONE CHRISTIAN SCHOOL,Wildomar,Riverside,App,9,,7,
CORNERSTONE CHRISTIAN SCHOOL53771,CORNERSTONE CHRISTIAN SCHOOL,Wildomar,Riverside,Adm,8,,6,
CORNERSTONE CHRISTIAN SCHOOL53771,CORNERSTONE CHRISTIAN SCHOOL,Wildomar,Riverside,Enr,3,,,
CREAN LUTHERAN HIGH SCHOOL51298,CREAN LUTHERAN HIGH SCHOOL,Irvine,Orange,App,82,40,41,
CREAN LUTHERAN HIGH SCHOOL51298,CREAN LUTHERAN HIGH SCHOOL,Irvine,Orange,Adm,66,31,35,
CREAN LUTHERAN HIGH SCHOOL51298,CREAN LUTHERAN HIGH SCHOOL,Irvine,Orange,Enr,26,11,15,
CRESPI CARMELITE HIGH SCHOOL50867,CRESPI CARMELITE HIGH SCHOOL,Encino,Los Angeles,App,43,,42,
CRESPI CARMELITE HIGH SCHOOL50867,CRESPI CARMELITE HIGH SCHOOL,Encino,Los Angeles,Adm,26,,25,
CRESPI CARMELITE HIGH SCHOOL50867,CRESPI CARMELITE HIGH SCHOOL,Encino,Los Angeles,Enr,9,,9,
CRISTO REY HS-SACRAMENTO54211,CRISTO REY HS-SACRAMENTO,Sacramento,Sacramento,App,20,14,6,
CRISTO REY HS-SACRAMENTO54211,CRISTO REY HS-SACRAMENTO,Sacramento,Sacramento,Adm,8,5,3,
CRISTO REY HS-SACRAMENTO54211,CRISTO REY HS-SACRAMENTO,Sacramento,Sacramento,Enr,4,,3,
CROSSROADS CHRISTIAN SCHOOL50562,CROSSROADS CHRISTIAN SCHOOL,Corona,Riverside,App,6,,5,
CROSSROADS CHRISTIAN SCHOOL50562,CROSSROADS CHRISTIAN SCHOOL,Corona,Riverside,Adm,5,,4,
CROSSROADS CHRISTIAN SCHOOL50562,CROSSROADS CHRISTIAN SCHOOL,Corona,Riverside,Enr,3,,,
CROSSROADS SCHOOL53307,CROSSROADS SCHOOL,Santa Monica,Los Angeles,App,66,28,36,
CROSSROADS SCHOOL53307,CROSSROADS SCHOOL,Santa Monica,Los Angeles,Adm,45,18,25,
CROSSROADS SCHOOL53307,CROSSROADS SCHOOL,Santa Monica,Los Angeles,Enr,8,5,3,
CRYSTAL SPRINGS UPLANDS SCH51173,CRYSTAL SPRINGS UPLANDS SCH,Hillsborough,San Mateo,App,31,18,12,
CRYSTAL SPRINGS UPLANDS SCH51173,CRYSTAL SPRINGS UPLANDS SCH,Hillsborough,San Mateo,Adm,21,13,7,
CRYSTAL SPRINGS UPLANDS SCH51173,CRYSTAL SPRINGS UPLANDS SCH,Hillsborough,San Mateo,Enr,4,,3,
DAMIEN HIGH SCHOOL52502,DAMIEN HIGH SCHOOL,La Verne,Los Angeles,App,95,,95,
DAMIEN HIGH SCHOOL52502,DAMIEN HIGH SCHOOL,La Verne,Los Angeles,Adm,70,,70,
DAMIEN HIGH SCHOOL52502,DAMIEN HIGH SCHOOL,La Verne,Los Angeles,Enr,34,,34,
DE LA SALLE HIGH SCHOOL50662,DE LA SALLE HIGH SCHOOL,Concord,Contra Costa,App,79,,77,
DE LA SALLE HIGH SCHOOL50662,DE LA SALLE HIGH SCHOOL,Concord,Contra Costa,Adm,37,,36,
DE LA SALLE HIGH SCHOOL50662,DE LA SALLE HIGH SCHOOL,Concord,Contra Costa,Enr,17,,16,
DE TOLEDO HIGH SCHOOL53748,DE TOLEDO HIGH SCHOOL,West Hills,Los Angeles,App,38,21,17,
DE TOLEDO HIGH SCHOOL53748,DE TOLEDO HIGH SCHOOL,West Hills,Los Angeles,Adm,25,15,10,
DE TOLEDO HIGH SCHOOL53748,DE TOLEDO HIGH SCHOOL,West Hills,Los Angeles,Enr,7,3,4,
DEHESA CHARTER SCHOOL50601,DEHESA CHARTER SCHOOL,Escondido,San Diego,Adm,3,,,
DESERT CHRISTIAN ACADEMY52316,DESERT CHRISTIAN ACADEMY,Bermuda Dunes,Riverside,App,11,,8,
DESERT CHRISTIAN ACADEMY52316,DESERT CHRISTIAN ACADEMY,Bermuda Dunes,Riverside,Adm,7,,5,
DESERT CHRISTIAN HIGH SCHOOL51389,DESERT CHRISTIAN HIGH SCHOOL,Lancaster,Los Angeles,App,16,9,7,
DESERT CHRISTIAN HIGH SCHOOL51389,DESERT CHRISTIAN HIGH SCHOOL,Lancaster,Los Angeles,Adm,10,5,5,
DESERT CHRISTIAN HIGH SCHOOL51389,DESERT CHRISTIAN HIGH SCHOOL,Lancaster,Los Angeles,Enr,6,4,,
DEVELOPING VIRTUE SEC SCHOOL53483,DEVELOPING VIRTUE SEC SCHOOL,Talmage,Mendocino,Adm,3,,,
DON BOSCO TECHNICAL INSTITUTE53053,DON BOSCO TECHNICAL INSTITUTE,Rosemead,Los Angeles,App,35,,34,
DON BOSCO TECHNICAL INSTITUTE53053,DON BOSCO TECHNICAL INSTITUTE,Rosemead,Los Angeles,Adm,16,,16,
DON BOSCO TECHNICAL INSTITUTE53053,DON BOSCO TECHNICAL INSTITUTE,Rosemead,Los Angeles,Enr,5,,5,
DREW SCHOOL52940,DREW SCHOOL,San Francisco,San Francisco,App,35,19,16,
DREW SCHOOL52940,DREW SCHOOL,San Francisco,San Francisco,Adm,26,14,12,
DREW SCHOOL52940,DREW SCHOOL,San Francisco,San Francisco,Enr,4,,4,
DUNN SCHOOL51863,DUNN SCHOOL,Los Olivos,Santa Barbara,App,17,7,10,
DUNN SCHOOL51863,DUNN SCHOOL,Los Olivos,Santa Barbara,Adm,6,4,,
DUNN SCHOOL51863,DUNN SCHOOL,Los Olivos,Santa Barbara,Enr,5,3,,
EASTSIDE CHRISTIAN HIGH SCHOOL50086,EASTSIDE CHRISTIAN HIGH SCHOOL,Fullerton,Orange,App,10,6,,
EASTSIDE CHRISTIAN HIGH SCHOOL50086,EASTSIDE CHRISTIAN HIGH SCHOOL,Fullerton,Orange,Adm,8,4,4,
EASTSIDE CHRISTIAN HIGH SCHOOL50086,EASTSIDE CHRISTIAN HIGH SCHOOL,Fullerton,Orange,Enr,3,,,
EASTSIDE COLLEGE PREP SCHOOL50791,EASTSIDE COLLEGE PREP SCHOOL,East Palo Alto,San Mateo,App,43,25,18,
EASTSIDE COLLEGE PREP SCHOOL50791,EASTSIDE COLLEGE PREP SCHOOL,East Palo Alto,San Mateo,Adm,40,22,18,
EASTSIDE COLLEGE PREP SCHOOL50791,EASTSIDE COLLEGE PREP SCHOOL,East Palo Alto,San Mateo,Enr,28,15,13,
ELDORADO EMERSON PRIVATE SCH52277,ELDORADO EMERSON PRIVATE SCH,Orange,Orange,App,6,,,
ELDORADO EMERSON PRIVATE SCH52277,ELDORADO EMERSON PRIVATE SCH,Orange,Orange,Adm,4,,3,
EPISCOPAL SCHOOL LOS ANGELES54718,EPISCOPAL SCHOOL LOS ANGELES,Los Angeles,Los Angeles,App,8,,,
EPISCOPAL SCHOOL LOS ANGELES54718,EPISCOPAL SCHOOL LOS ANGELES,Los Angeles,Los Angeles,Adm,5,4,,
ESCONDIDO ADVENTIST ACADEMY50879,ESCONDIDO ADVENTIST ACADEMY,Escondido,San Diego,App,6,,,
ESCONDIDO ADVENTIST ACADEMY50879,ESCONDIDO ADVENTIST ACADEMY,Escondido,San Diego,Adm,3,,,
EXCELSIOR SCHOOL51584,EXCELSIOR SCHOOL,Arcadia,Los Angeles,App,20,11,9,
EXCELSIOR SCHOOL51584,EXCELSIOR SCHOOL,Arcadia,Los Angeles,Adm,14,7,7,
EXCELSIOR SCHOOL51584,EXCELSIOR SCHOOL,Arcadia,Los Angeles,Enr,9,5,4,
FAIRMONT PREPARATORY ACADEMY50103,FAIRMONT PREPARATORY ACADEMY,Anaheim,Orange,App,124,76,47,
FAIRMONT PREPARATORY ACADEMY50103,FAIRMONT PREPARATORY ACADEMY,Anaheim,Orange,Adm,100,61,39,
FAIRMONT PREPARATORY ACADEMY50103,FAIRMONT PREPARATORY ACADEMY,Anaheim,Orange,Enr,42,22,20,
FAITH BAPTIST SCHOOLS50467,FAITH BAPTIST SCHOOLS,Canoga Park,Los Angeles,App,15,10,5,
FAITH BAPTIST SCHOOLS50467,FAITH BAPTIST SCHOOLS,Canoga Park,Los Angeles,Adm,12,9,3,
FAITH BAPTIST SCHOOLS50467,FAITH BAPTIST SCHOOLS,Canoga Park,Los Angeles,Enr,5,4,,
FLINTRIDGE PREPARATORY SCHOOL52375,FLINTRIDGE PREPARATORY SCHOOL,La Canada,Los Angeles,App,85,41,44,
FLINTRIDGE PREPARATORY SCHOOL52375,FLINTRIDGE PREPARATORY SCHOOL,La Canada,Los Angeles,Adm,57,27,30,
FLINTRIDGE PREPARATORY SCHOOL52375,FLINTRIDGE PREPARATORY SCHOOL,La Canada,Los Angeles,Enr,13,5,8,
FLINTRIDGE SACRED HEART ACAD52380,FLINTRIDGE SACRED HEART ACAD,La Canada,Los Angeles,App,62,62,,
FLINTRIDGE SACRED HEART ACAD52380,FLINTRIDGE SACRED HEART ACAD,La Canada,Los Angeles,Adm,39,39,,
FLINTRIDGE SACRED HEART ACAD52380,FLINTRIDGE SACRED HEART ACAD,La Canada,Los Angeles,Enr,12,12,,
FOOTHILL PREPARATORY SCHOOL50132,FOOTHILL PREPARATORY SCHOOL,Temple City,Los Angeles,App,8,6,,
FOOTHILL PREPARATORY SCHOOL50132,FOOTHILL PREPARATORY SCHOOL,Temple City,Los Angeles,Adm,4,4,,
FOOTHILL PREPARATORY SCHOOL50132,FOOTHILL PREPARATORY SCHOOL,Temple City,Los Angeles,Enr,4,4,,
FOOTHILLS CHRISTIAN HS51452,FOOTHILLS CHRISTIAN HS,El Cajon,San Diego,App,5,,,
FRANCIS W PARKER SCHOOL52843,FRANCIS W PARKER SCHOOL,San Diego,San Diego,App,79,52,26,
FRANCIS W PARKER SCHOOL52843,FRANCIS W PARKER SCHOOL,San Diego,San Diego,Adm,59,42,17,
FRANCIS W PARKER SCHOOL52843,FRANCIS W PARKER SCHOOL,San Diego,San Diego,Enr,14,12,,
FREMONT CHRISTIAN HIGH SCHOOL50978,FREMONT CHRISTIAN HIGH SCHOOL,Fremont,Alameda,App,39,22,17,
FREMONT CHRISTIAN HIGH SCHOOL50978,FREMONT CHRISTIAN HIGH SCHOOL,Fremont,Alameda,Adm,28,14,14,
FREMONT CHRISTIAN HIGH SCHOOL50978,FREMONT CHRISTIAN HIGH SCHOOL,Fremont,Alameda,Enr,17,6,11,
FRESNO CHRISTIAN HIGH SCHOOL50994,FRESNO CHRISTIAN HIGH SCHOOL,Fresno,Fresno,App,6,,,
FRESNO CHRISTIAN HIGH SCHOOL50994,FRESNO CHRISTIAN HIGH SCHOOL,Fresno,Fresno,Adm,4,,,
FRESNO CHRISTIAN HIGH SCHOOL50994,FRESNO CHRISTIAN HIGH SCHOOL,Fresno,Fresno,Enr,3,,,
FUSION ACADEMY-SAN FRANCISCO54619,FUSION ACADEMY-SAN FRANCISCO,San Francisco,San Francisco,App,5,,,
GARCES MEMORIAL HIGH SCHOOL50215,GARCES MEMORIAL HIGH SCHOOL,Bakersfield,Kern,App,40,18,22,
GARCES MEMORIAL HIGH SCHOOL50215,GARCES MEMORIAL HIGH SCHOOL,Bakersfield,Kern,Adm,23,9,14,
GARCES MEMORIAL HIGH SCHOOL50215,GARCES MEMORIAL HIGH SCHOOL,Bakersfield,Kern,Enr,9,5,4,
GARDEN STREET ACADEMY54006,GARDEN STREET ACADEMY,Santa Barbara,Santa Barbara,App,6,,5,
GARDEN STREET ACADEMY54006,GARDEN STREET ACADEMY,Santa Barbara,Santa Barbara,Adm,3,,,
GEORGIANA BRUCE KIRBY PREP SCH53290,GEORGIANA BRUCE KIRBY PREP SCH,Santa Cruz,Santa Cruz,App,28,15,13,
GEORGIANA BRUCE KIRBY PREP SCH53290,GEORGIANA BRUCE KIRBY PREP SCH,Santa Cruz,Santa Cruz,Adm,15,10,5,
GEORGIANA BRUCE KIRBY PREP SCH53290,GEORGIANA BRUCE KIRBY PREP SCH,Santa Cruz,Santa Cruz,Enr,3,,,
GERMAN INTL SCH SILICON VLLY51711,GERMAN INTL SCH SILICON VLLY,Mountain View,Santa Clara,App,8,6,,
GERMAN INTL SCH SILICON VLLY51711,GERMAN INTL SCH SILICON VLLY,Mountain View,Santa Clara,Adm,5,3,,
GERMAN INTL SCH SILICON VLLY51711,GERMAN INTL SCH SILICON VLLY,Mountain View,Santa Clara,Enr,3,3,,
GLENDALE ACADEMY51055,GLENDALE ACADEMY,Glendale,Los Angeles,App,15,11,,
GLENDALE ACADEMY51055,GLENDALE ACADEMY,Glendale,Los Angeles,Adm,9,6,3,
GLENDALE ACADEMY51055,GLENDALE ACADEMY,Glendale,Los Angeles,Enr,7,5,,
GRACE BRETHREN HIGH SCHOOL53383,GRACE BRETHREN HIGH SCHOOL,Simi Valley,Ventura,App,28,17,11,
GRACE BRETHREN HIGH SCHOOL53383,GRACE BRETHREN HIGH SCHOOL,Simi Valley,Ventura,Adm,17,11,6,
GRACE BRETHREN HIGH SCHOOL53383,GRACE BRETHREN HIGH SCHOOL,Simi Valley,Ventura,Enr,7,4,3,
GRAUER SCHOOL50862,GRAUER SCHOOL,Encinitas,San Diego,App,8,,5,
GRAUER SCHOOL50862,GRAUER SCHOOL,Encinitas,San Diego,Adm,7,3,4,
GRAUER SCHOOL50862,GRAUER SCHOOL,Encinitas,San Diego,Enr,4,,,
HARKER SCHOOL53142,HARKER SCHOOL,San Jose,Santa Clara,App,172,92,80,
HARKER SCHOOL53142,HARKER SCHOOL,San Jose,Santa Clara,Adm,139,73,66,
HARKER SCHOOL53142,HARKER SCHOOL,San Jose,Santa Clara,Enr,40,24,16,
HARVARD-WESTLAKE SCHOOL52159,HARVARD-WESTLAKE SCHOOL,Studio City,Los Angeles,App,149,67,78,
HARVARD-WESTLAKE SCHOOL52159,HARVARD-WESTLAKE SCHOOL,Studio City,Los Angeles,Adm,98,46,51,
HARVARD-WESTLAKE SCHOOL52159,HARVARD-WESTLAKE SCHOOL,Studio City,Los Angeles,Enr,21,9,12,
HEAD-ROYCE SCHOOL THE50285,HEAD-ROYCE SCHOOL THE,Oakland,Alameda,App,64,35,28,
HEAD-ROYCE SCHOOL THE50285,HEAD-ROYCE SCHOOL THE,Oakland,Alameda,Adm,41,21,19,
HEAD-ROYCE SCHOOL THE50285,HEAD-ROYCE SCHOOL THE,Oakland,Alameda,Enr,12,6,5,
HERITAGE CHRISTIAN SCHOOL52839,HERITAGE CHRISTIAN SCHOOL,San Diego,San Diego,App,8,7,,
HERITAGE CHRISTIAN SCHOOL52839,HERITAGE CHRISTIAN SCHOOL,San Diego,San Diego,Adm,3,3,,
HERITAGE CHRISTIAN SCHOOL53358,HERITAGE CHRISTIAN SCHOOL,North Hills,Los Angeles,App,41,18,23,
HERITAGE CHRISTIAN SCHOOL53358,HERITAGE CHRISTIAN SCHOOL,North Hills,Los Angeles,Adm,24,12,12,
HERITAGE CHRISTIAN SCHOOL53358,HERITAGE CHRISTIAN SCHOOL,North Hills,Los Angeles,Enr,14,8,6,
HIGH BLUFF ACADEMY53036,HIGH BLUFF ACADEMY,Rancho Santa Fe,San Diego,Adm,4,,,
HIGHLAND HALL WALDORF SCHOOL52153,HIGHLAND HALL WALDORF SCHOOL,Northridge,Los Angeles,App,8,6,,
HIGHLAND HALL WALDORF SCHOOL52153,HIGHLAND HALL WALDORF SCHOOL,Northridge,Los Angeles,Adm,3,,,
HIGHLAND HALL WALDORF SCHOOL52153,HIGHLAND HALL WALDORF SCHOOL,Northridge,Los Angeles,Enr,3,,,
HOLY FAMILY HIGH SCHOOL51065,HOLY FAMILY HIGH SCHOOL,Glendale,Los Angeles,App,30,30,,
HOLY FAMILY HIGH SCHOOL51065,HOLY FAMILY HIGH SCHOOL,Glendale,Los Angeles,Adm,15,15,,
HOLY FAMILY HIGH SCHOOL51065,HOLY FAMILY HIGH SCHOOL,Glendale,Los Angeles,Enr,6,6,,
HOLY MARTYRS ARMENIAN HS50869,HOLY MARTYRS ARMENIAN HS,Encino,Los Angeles,App,19,12,7,
HOLY MARTYRS ARMENIAN HS50869,HOLY MARTYRS ARMENIAN HS,Encino,Los Angeles,Adm,13,8,5,
HOLY MARTYRS ARMENIAN HS50869,HOLY MARTYRS ARMENIAN HS,Encino,Los Angeles,Enr,6,5,,
HOLY NAMES HIGH SCHOOL52200,HOLY NAMES HIGH SCHOOL,Oakland,Alameda,App,11,11,,
HOLY NAMES HIGH SCHOOL52200,HOLY NAMES HIGH SCHOOL,Oakland,Alameda,Adm,7,7,,
HORIZON CHRISTIAN ACADEMY52886,HORIZON CHRISTIAN ACADEMY,San Diego,San Diego,App,15,9,6,
HORIZON CHRISTIAN ACADEMY52886,HORIZON CHRISTIAN ACADEMY,San Diego,San Diego,Adm,4,3,,
IDYLLWILD ARTS ACADEMY51236,IDYLLWILD ARTS ACADEMY,Idyllwild,Riverside,App,13,8,5,
IDYLLWILD ARTS ACADEMY51236,IDYLLWILD ARTS ACADEMY,Idyllwild,Riverside,Adm,6,5,,
IMMACULATE CONCEPTION ACADEMY52955,IMMACULATE CONCEPTION ACADEMY,San Francisco,San Francisco,App,29,29,,
IMMACULATE CONCEPTION ACADEMY52955,IMMACULATE CONCEPTION ACADEMY,San Francisco,San Francisco,Adm,16,16,,
IMMACULATE CONCEPTION ACADEMY52955,IMMACULATE CONCEPTION ACADEMY,San Francisco,San Francisco,Enr,6,6,,
IMMACULATE HEART HIGH SCHOOL51625,IMMACULATE HEART HIGH SCHOOL,Los Angeles,Los Angeles,App,59,58,,
IMMACULATE HEART HIGH SCHOOL51625,IMMACULATE HEART HIGH SCHOOL,Los Angeles,Los Angeles,Adm,41,41,,
IMMACULATE HEART HIGH SCHOOL51625,IMMACULATE HEART HIGH SCHOOL,Los Angeles,Los Angeles,Enr,21,21,,
INTERNATIONAL HIGH SCHOOL FAIS52943,INTERNATIONAL HIGH SCHOOL FAIS,San Francisco,San Francisco,App,62,31,31,
INTERNATIONAL HIGH SCHOOL FAIS52943,INTERNATIONAL HIGH SCHOOL FAIS,San Francisco,San Francisco,Adm,45,22,23,
INTERNATIONAL HIGH SCHOOL FAIS52943,INTERNATIONAL HIGH SCHOOL FAIS,San Francisco,San Francisco,Enr,11,4,7,
INTERNATIONAL SCHOOL OF LOS ANGELES51694,INTERNATIONAL SCHOOL OF LOS ANGELES,Burbank,Los Angeles,App,17,9,7,
INTERNATIONAL SCHOOL OF LOS ANGELES51694,INTERNATIONAL SCHOOL OF LOS ANGELES,Burbank,Los Angeles,Adm,9,6,,
INTERNATIONAL SCHOOL OF LOS ANGELES51694,INTERNATIONAL SCHOOL OF LOS ANGELES,Burbank,Los Angeles,Enr,3,,,
JESUIT HIGH SCHOOL52714,JESUIT HIGH SCHOOL,Carmichael,Sacramento,App,105,6,98,
JESUIT HIGH SCHOOL52714,JESUIT HIGH SCHOOL,Carmichael,Sacramento,Adm,58,4,54,
JESUIT HIGH SCHOOL52714,JESUIT HIGH SCHOOL,Carmichael,Sacramento,Enr,28,,26,
JEWISH COMMUNITY HS OF THE BAY52984,JEWISH COMMUNITY HS OF THE BAY,San Francisco,San Francisco,App,20,11,6,
JEWISH COMMUNITY HS OF THE BAY52984,JEWISH COMMUNITY HS OF THE BAY,San Francisco,San Francisco,Adm,8,5,3,
